candidateId,snapshotUTC,itemId,item,sourcePortId,sourcePort,sourceNation,destinationPortId,destinationPort,destinationNation,weight,sourceQty,destinationQty,buyPrice,sellPrice,sourceTax,destinationTax,sourceX,sourceY,destinationX,destinationY,mapDistance,confidence
103,2026-08-14T20:06:11.965878Z,28,Hemp,309,Tampa,España,23,Pitt's Town,Neutral,0.33,105,5000,4,7,0.05,0.05,189400.00423342,-487400.010894239,-162200.003625453,-250400.005596876,424018.3581371326,B_RESET_SNAPSHOT
104,2026-08-14T20:06:11.965878Z,28,Hemp,323,Cayo Biscayno,España,23,Pitt's Town,Neutral,0.33,702,5000,4,7,0.05,0.05,90000.0020116568,-385000.008605421,-162200.003625453,-250400.005596876,285870.6064870233,B_RESET_SNAPSHOT
105,2026-08-14T20:06:11.965878Z,28,Hemp,334,Georgetown,España,23,Pitt's Town,Neutral,0.33,3600000,5000,3,7,0.05,0.05,44800.0010013581,-745400.016660989,-162200.003625453,-250400.005596876,536538.9201809798,B_RESET_SNAPSHOT
106,2026-08-14T20:06:11.965878Z,28,Hemp,343,Tumbado,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,3600000,5000,3,7,0.05,0.05,387200.008654595,-207200.004631281,-162200.003625453,-250400.005596876,551095.8297580779,B_RESET_SNAPSHOT
107,2026-08-14T20:06:11.965878Z,26,Fir Log,15,Harbour Island,Neutral,23,Pitt's Town,Neutral,0.33,3600000,901,3,4,0.05,0.05,-58600.0013098121,-371600.008305907,-162200.003625453,-250400.005596876,159444.0376322361,B_RESET_SNAPSHOT
108,2026-08-14T20:06:11.965878Z,26,Fir Log,72,George Town,Great Britain,23,Pitt's Town,Neutral,0.33,676000,901,3,4,0.05,0.05,133200.002977252,-90200.0020161272,-162200.003625453,-250400.005596876,336043.4570827858,B_RESET_SNAPSHOT
109,2026-08-14T20:06:11.965878Z,26,Fir Log,95,Port-de-Paix,France,23,Pitt's Town,Neutral,0.33,3600000,901,3,4,0.05,0.05,-228000.005096197,-116000.002592802,-162200.003625453,-250400.005596876,149642.91162980293,B_RESET_SNAPSHOT
110,2026-08-14T20:06:11.965878Z,26,Fir Log,117,Guayama,Pirates,23,Pitt's Town,Neutral,0.33,562341,901,3,4,0.05,0.05,-548200.012253225,-28800.0006437302,-162200.003625453,-250400.005596876,445087.14748448343,B_RESET_SNAPSHOT
111,2026-08-14T20:06:11.965878Z,26,Fir Log,164,Saint George,France,23,Pitt's Town,Neutral,0.33,8945,901,2,4,0.05,0.05,-738000.016495586,261200.005838275,-162200.003625453,-250400.005596876,770246.8607671777,B_RESET_SNAPSHOT
112,2026-08-14T20:06:11.965878Z,26,Fir Log,189,Cumaná,France,23,Pitt's Town,Neutral,0.33,3600000,901,2,4,0.05,0.05,-629000.014059246,337600.007545948,-162200.003625453,-250400.005596876,750763.7878833466,B_RESET_SNAPSHOT
113,2026-08-14T20:06:11.965878Z,26,Fir Log,207,Coquibacoa,France,23,Pitt's Town,Neutral,0.33,3600000,901,2,4,0.05,0.05,-305800.006835163,251400.005619228,-162200.003625453,-250400.005596876,521942.7288298122,B_RESET_SNAPSHOT
114,2026-08-14T20:06:11.965878Z,26,Fir Log,214,Dariena,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,3600000,901,3,4,0.05,0.05,-45200.0010102988,458000.010237098,-162200.003625453,-250400.005596876,717996.9241198187,B_RESET_SNAPSHOT
115,2026-08-14T20:06:11.965878Z,26,Fir Log,225,Almirante,España,23,Pitt's Town,Neutral,0.33,3593832,901,2,4,0.05,0.05,197000.004403293,401200.008967519,-162200.003625453,-250400.005596876,744047.8645545399,B_RESET_SNAPSHOT
116,2026-08-14T20:06:11.965878Z,26,Fir Log,244,Truxillo,Great Britain,23,Pitt's Town,Neutral,0.33,3600000,901,3,4,0.05,0.05,372000.008314848,87000.0019446016,-162200.003625453,-250400.005596876,631829.4214786194,B_RESET_SNAPSHOT
117,2026-08-14T20:06:11.965878Z,26,Fir Log,250,Omoa,Great Britain,23,Pitt's Town,Neutral,0.33,3570391,901,2,4,0.05,0.05,464800.01038909,96400.002154708,-162200.003625453,-250400.005596876,716518.8503805995,B_RESET_SNAPSHOT
118,2026-08-14T20:06:11.965878Z,26,Fir Log,305,San Marcos,España,23,Pitt's Town,Neutral,0.33,3600000,901,3,4,0.05,0.05,262000.005856156,-594400.013285876,-162200.003625453,-250400.005596876,546151.6761250753,B_RESET_SNAPSHOT
119,2026-08-14T20:06:11.965878Z,26,Fir Log,316,Islamorada,España,23,Pitt's Town,Neutral,0.33,3563403,901,3,4,0.05,0.05,111000.002481043,-346800.007751584,-162200.003625453,-250400.005596876,289708.8258096691,B_RESET_SNAPSHOT
120,2026-08-14T20:06:11.965878Z,26,Fir Log,329,Brunswick,España,23,Pitt's Town,Neutral,0.33,3592640,901,3,4,0.05,0.05,140800.003147125,-646400.014448166,-162200.003625453,-250400.005596876,498623.11530293507,B_RESET_SNAPSHOT
121,2026-08-14T20:06:11.965878Z,1359,White Oak Log,17,Arthur's Town,Neutral,23,Pitt's Town,Neutral,0.33,173,8117,10,19,0.05,0.05,-104000.002324581,-328600.007344783,-162200.003625453,-250400.005596876,97480.66692834103,B_RESET_SNAPSHOT
122,2026-08-14T20:06:11.965878Z,1359,White Oak Log,30,Parrot Cay,Pirates,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,-255600.005713105,-207400.004635751,-162200.003625453,-250400.005596876,102822.95693389754,B_RESET_SNAPSHOT
123,2026-08-14T20:06:11.965878Z,1359,White Oak Log,35,Baja,España,23,Pitt's Town,Neutral,0.33,469,8117,10,19,0.05,0.05,261400.005842745,-246000.005498529,-162200.003625453,-250400.005596876,423622.86059928697,B_RESET_SNAPSHOT
124,2026-08-14T20:06:11.965878Z,1359,White Oak Log,38,La Habana,España,23,Pitt's Town,Neutral,0.33,1800000,8117,10,19,0.05,0.05,188200.004206598,-265400.005932152,-162200.003625453,-250400.005596876,350720.92252781225,B_RESET_SNAPSHOT
125,2026-08-14T20:06:11.965878Z,1359,White Oak Log,43,Remedios,España,23,Pitt's Town,Neutral,0.33,148,8117,10,19,0.05,0.05,64800.0014483929,-239800.005359948,-162200.003625453,-250400.005596876,227247.35929939637,B_RESET_SNAPSHOT
126,2026-08-14T20:06:11.965878Z,1359,White Oak Log,44,Cayo Romano,Pirates,23,Pitt's Town,Neutral,0.33,356,8117,10,19,0.05,0.05,8600.00019222498,-235800.005270541,-162200.003625453,-250400.005596876,171422.87278437437,B_RESET_SNAPSHOT
127,2026-08-14T20:06:11.965878Z,1359,White Oak Log,46,Nuevitas,Pirates,23,Pitt's Town,Neutral,0.33,2,8117,10,19,0.05,0.05,-33400.0007465482,-188200.004206598,-162200.003625453,-250400.005596876,143032.4470690356,B_RESET_SNAPSHOT
128,2026-08-14T20:06:11.965878Z,1359,White Oak Log,50,Baracoa,España,23,Pitt's Town,Neutral,0.33,368,8117,10,19,0.05,0.05,-150800.003370643,-135800.003035367,-162200.003625453,-250400.005596876,115165.62244397213,B_RESET_SNAPSHOT
129,2026-08-14T20:06:11.965878Z,1359,White Oak Log,52,Santiago de Cuba,Great Britain,23,Pitt's Town,Neutral,0.33,5,8117,10,19,0.05,0.05,-92200.0020608306,-116800.002610684,-162200.003625453,-250400.005596876,150827.58705541122,B_RESET_SNAPSHOT
130,2026-08-14T20:06:11.965878Z,1359,White Oak Log,59,Trinidad,Great Britain,23,Pitt's Town,Neutral,0.33,13,8117,10,19,0.05,0.05,86200.0019267202,-201200.004497171,-162200.003625453,-250400.005596876,253225.5967838375,B_RESET_SNAPSHOT
131,2026-08-14T20:06:11.965878Z,1359,White Oak Log,72,George Town,Great Britain,23,Pitt's Town,Neutral,0.33,9,8117,10,19,0.05,0.05,133200.002977252,-90200.0020161272,-162200.003625453,-250400.005596876,336043.4570827858,B_RESET_SNAPSHOT
132,2026-08-14T20:06:11.965878Z,1359,White Oak Log,79,Kingston / Port Royal,Great Britain,23,Pitt's Town,Neutral,0.33,441715,8117,10,19,0.05,0.05,-42400.0009477139,-22600.0005051494,-162200.003625453,-250400.005596876,257380.81311818285,B_RESET_SNAPSHOT
133,2026-08-14T20:06:11.965878Z,1359,White Oak Log,85,La Navasse,Great Britain,23,Pitt's Town,Neutral,0.33,496,8117,10,19,0.05,0.05,-125800.002811849,-43600.000974536,-162200.003625453,-250400.005596876,209979.05126709715,B_RESET_SNAPSHOT
134,2026-08-14T20:06:11.965878Z,1359,White Oak Log,92,Saint-Marc,España,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-234200.005234778,-76400.0017076731,-162200.003625453,-250400.005596876,188308.2621267198,B_RESET_SNAPSHOT
135,2026-08-14T20:06:11.965878Z,1359,White Oak Log,95,Port-de-Paix,France,23,Pitt's Town,Neutral,0.33,1,8117,10,19,0.05,0.05,-228000.005096197,-116000.002592802,-162200.003625453,-250400.005596876,149642.91162980293,B_RESET_SNAPSHOT
136,2026-08-14T20:06:11.965878Z,1359,White Oak Log,96,La Tortue,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,1800620,8117,10,19,0.05,0.05,-234800.005248189,-118400.002646446,-162200.003625453,-250400.005596876,150647.80454601653,B_RESET_SNAPSHOT
137,2026-08-14T20:06:11.965878Z,1359,White Oak Log,100,La Isabela,España,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-307800.006879866,-112800.002521277,-162200.003625453,-250400.005596876,200332.5280479681,B_RESET_SNAPSHOT
138,2026-08-14T20:06:11.965878Z,1359,White Oak Log,101,Puerto Plata,France,23,Pitt's Town,Neutral,0.33,517,8117,10,19,0.05,0.05,-324800.007259846,-109600.002449751,-162200.003625453,-250400.005596876,215089.2885946091,B_RESET_SNAPSHOT
139,2026-08-14T20:06:11.965878Z,1359,White Oak Log,103,Bahía Escocesa,España,23,Pitt's Town,Neutral,0.33,139,8117,10,19,0.05,0.05,-365200.008162856,-88200.0019714237,-162200.003625453,-250400.005596876,259841.95777103122,B_RESET_SNAPSHOT
140,2026-08-14T20:06:11.965878Z,1359,White Oak Log,108,Santo Domingo,Pirates,23,Pitt's Town,Neutral,0.33,1800000,8117,10,19,0.05,0.05,-362600.008104742,-45400.0010147691,-162200.003625453,-250400.005596876,286679.5487542892,B_RESET_SNAPSHOT
141,2026-08-14T20:06:11.965878Z,1359,White Oak Log,111,Barahona,Pirates,23,Pitt's Town,Neutral,0.33,683,8117,10,19,0.05,0.05,-308600.006897748,-31800.0007107854,-162200.003625453,-250400.005596876,263094.8937062953,B_RESET_SNAPSHOT
142,2026-08-14T20:06:11.965878Z,1359,White Oak Log,112,La Mona,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-454400.010156632,-26400.000590086,-162200.003625453,-250400.005596876,368180.45312029123,B_RESET_SNAPSHOT
143,2026-08-14T20:06:11.965878Z,1359,White Oak Log,119,Guánica,España,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-489800.010947883,-37000.0008270145,-162200.003625453,-250400.005596876,390974.84168860933,B_RESET_SNAPSHOT
144,2026-08-14T20:06:11.965878Z,1359,White Oak Log,129,Christiansted,España,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-600600.013424456,-11000.0002458692,-162200.003625453,-250400.005596876,499506.6877968983,B_RESET_SNAPSHOT
145,2026-08-14T20:06:11.965878Z,1359,White Oak Log,130,Hat Island,Pirates,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-659000.014729798,-50000.0011175871,-162200.003625453,-250400.005596876,535696.194525009,B_RESET_SNAPSHOT
146,2026-08-14T20:06:11.965878Z,1359,White Oak Log,133,Gustavia,France,23,Pitt's Town,Neutral,0.33,4,8117,10,19,0.05,0.05,-687000.015355647,-10000.0002235174,-162200.003625453,-250400.005596876,577241.0370854818,B_RESET_SNAPSHOT
147,2026-08-14T20:06:11.965878Z,1359,White Oak Log,137,Basseterre Town,Pirates,23,Pitt's Town,Neutral,0.33,20,8117,10,19,0.05,0.05,-693400.015498698,13400.0002995133,-162200.003625453,-250400.005596876,593096.8687533856,B_RESET_SNAPSHOT
148,2026-08-14T20:06:11.965878Z,1359,White Oak Log,145,Pointe-à-Pitre,France,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-748200.016723574,60800.0013589859,-162200.003625453,-250400.005596876,663506.9401900228,B_RESET_SNAPSHOT
149,2026-08-14T20:06:11.965878Z,1359,White Oak Log,152,Roseau,Pirates,23,Pitt's Town,Neutral,0.33,446,8117,10,19,0.05,0.05,-755800.016893447,107200.002396107,-162200.003625453,-250400.005596876,692992.5984224826,B_RESET_SNAPSHOT
150,2026-08-14T20:06:11.965878Z,1359,White Oak Log,156,Fort-Royal,France,23,Pitt's Town,Neutral,0.33,989177,8117,10,19,0.05,0.05,-770600.017224253,139800.003124774,-162200.003625453,-250400.005596876,722777.0218770072,B_RESET_SNAPSHOT
151,2026-08-14T20:06:11.965878Z,1359,White Oak Log,159,Vieux-Fort,France,23,Pitt's Town,Neutral,0.33,7,8117,10,19,0.05,0.05,-775600.017336011,180000.004023314,-162200.003625453,-250400.005596876,749335.5357256003,B_RESET_SNAPSHOT
152,2026-08-14T20:06:11.965878Z,1359,White Oak Log,161,Bridgetown,France,23,Pitt's Town,Neutral,0.33,4,8117,10,19,0.05,0.05,-809000.018082559,223200.004988909,-162200.003625453,-250400.005596876,801652.8105910739,B_RESET_SNAPSHOT
153,2026-08-14T20:06:11.965878Z,1359,White Oak Log,162,Kingstown,France,23,Pitt's Town,Neutral,0.33,20,8117,10,19,0.05,0.05,-762800.017049909,208800.004667044,-162200.003625453,-250400.005596876,756032.4236114752,B_RESET_SNAPSHOT
154,2026-08-14T20:06:11.965878Z,1359,White Oak Log,165,Scarborough,España,23,Pitt's Town,Neutral,0.33,82,8117,10,19,0.05,0.05,-790000.017657876,303800.006790459,-162200.003625453,-250400.005596876,837418.9580784715,B_RESET_SNAPSHOT
155,2026-08-14T20:06:11.965878Z,1359,White Oak Log,179,Guayaguayare,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,1686000,8117,10,19,0.05,0.05,-776800.017362833,352400.007876754,-162200.003625453,-250400.005596876,860872.2513415078,B_RESET_SNAPSHOT
156,2026-08-14T20:06:11.965878Z,1359,White Oak Log,183,Galdonas,France,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,-689800.015418232,325600.007277727,-162200.003625453,-250400.005596876,781113.1718741423,B_RESET_SNAPSHOT
157,2026-08-14T20:06:11.965878Z,1359,White Oak Log,185,Pampatar,France,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,-647000.014461577,310200.00693351,-162200.003625453,-250400.005596876,741150.0688496055,B_RESET_SNAPSHOT
158,2026-08-14T20:06:11.965878Z,1359,White Oak Log,193,Caracas,France,23,Pitt's Town,Neutral,0.33,810795,8117,10,19,0.05,0.05,-500800.011193753,331000.007398427,-162200.003625453,-250400.005596876,672811.9649918478,B_RESET_SNAPSHOT
159,2026-08-14T20:06:11.965878Z,1359,White Oak Log,201,Gibraltar,España,23,Pitt's Town,Neutral,0.33,2,8117,10,19,0.05,0.05,-308400.006893277,397200.008878112,-162200.003625453,-250400.005596876,663897.7479277335,B_RESET_SNAPSHOT
160,2026-08-14T20:06:11.965878Z,1359,White Oak Log,204,Maracaibo,España,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,-286800.00641048,330400.007385016,-162200.003625453,-250400.005596876,594014.9962532887,B_RESET_SNAPSHOT
161,2026-08-14T20:06:11.965878Z,1359,White Oak Log,208,Cabo de la Vela,France,23,Pitt's Town,Neutral,0.33,2,8117,10,19,0.05,0.05,-262600.005869568,255600.005713105,-162200.003625453,-250400.005596876,515864.48985786876,B_RESET_SNAPSHOT
162,2026-08-14T20:06:11.965878Z,1359,White Oak Log,214,Dariena,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,19,8117,10,19,0.05,0.05,-45200.0010102988,458000.010237098,-162200.003625453,-250400.005596876,717996.9241198187,B_RESET_SNAPSHOT
163,2026-08-14T20:06:11.965878Z,1359,White Oak Log,220,Portobelo,España,23,Pitt's Town,Neutral,0.33,1800000,8117,10,19,0.05,0.05,75800.0016942621,385000.008605421,-162200.003625453,-250400.005596876,678511.0025493054,B_RESET_SNAPSHOT
164,2026-08-14T20:06:11.965878Z,1359,White Oak Log,222,Calobelo,España,23,Pitt's Town,Neutral,0.33,13,8117,10,19,0.05,0.05,125200.002798438,414400.009262562,-162200.003625453,-250400.005596876,724263.6422253719,B_RESET_SNAPSHOT
165,2026-08-14T20:06:11.965878Z,1359,White Oak Log,227,Matina,France,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,237400.005306304,357600.007992983,-162200.003625453,-250400.005596876,727560.4329975133,B_RESET_SNAPSHOT
166,2026-08-14T20:06:11.965878Z,1359,White Oak Log,235,Old Providence,Pirates,23,Pitt's Town,Neutral,0.33,16,8117,10,19,0.05,0.05,153000.003419817,203800.004555285,-162200.003625453,-250400.005596876,552855.0385621546,B_RESET_SNAPSHOT
167,2026-08-14T20:06:11.965878Z,1359,White Oak Log,237,Brangman's Bluff,Pirates,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,247000.00552088,175000.003911555,-162200.003625453,-250400.005596876,590262.4971782742,B_RESET_SNAPSHOT
168,2026-08-14T20:06:11.965878Z,1359,White Oak Log,241,Croata,Great Britain,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,269000.006012619,115400.002579391,-162200.003625453,-250400.005596876,565458.3046464438,B_RESET_SNAPSHOT
169,2026-08-14T20:06:11.965878Z,1359,White Oak Log,243,Black River,Pirates,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,322000.007197261,84200.0018820167,-162200.003625453,-250400.005596876,588563.3487447136,B_RESET_SNAPSHOT
170,2026-08-14T20:06:11.965878Z,1359,White Oak Log,264,Conil,España,23,Pitt's Town,Neutral,0.33,265,8117,10,19,0.05,0.05,419800.009383261,-179400.004009903,-162200.003625453,-250400.005596876,586314.7749865198,B_RESET_SNAPSHOT
171,2026-08-14T20:06:11.965878Z,1359,White Oak Log,266,Selam,España,23,Pitt's Town,Neutral,0.33,253,8117,10,19,0.05,0.05,490200.010956824,-175000.003911555,-162200.003625453,-250400.005596876,656742.6735648459,B_RESET_SNAPSHOT
172,2026-08-14T20:06:11.965878Z,1359,White Oak Log,268,Sisal,España,23,Pitt's Town,Neutral,0.33,1800000,8117,10,19,0.05,0.05,540600.012083352,-161200.003603101,-162200.003625453,-250400.005596876,708438.0724071695,B_RESET_SNAPSHOT
173,2026-08-14T20:06:11.965878Z,1359,White Oak Log,270,Champotón,España,23,Pitt's Town,Neutral,0.33,8,8117,10,19,0.05,0.05,576200.012879074,-69200.0015467406,-162200.003625453,-250400.005596876,760307.8493884269,B_RESET_SNAPSHOT
174,2026-08-14T20:06:11.965878Z,1359,White Oak Log,273,Victoria,España,23,Pitt's Town,Neutral,0.33,6,8117,10,19,0.05,0.05,643400.014381111,-33200.0007420778,-162200.003625453,-250400.005596876,834366.3650466147,B_RESET_SNAPSHOT
175,2026-08-14T20:06:11.965878Z,1359,White Oak Log,274,Espíritu Santo,España,23,Pitt's Town,Neutral,0.33,10,8117,10,19,0.05,0.05,693800.015507639,-9400.00021010638,-162200.003625453,-250400.005596876,889278.9412508748,B_RESET_SNAPSHOT
176,2026-08-14T20:06:11.965878Z,1359,White Oak Log,276,Vera Cruz,España,23,Pitt's Town,Neutral,0.33,4,8117,10,19,0.05,0.05,743600.016620756,-55600.0012427569,-162200.003625453,-250400.005596876,926509.9666891865,B_RESET_SNAPSHOT
177,2026-08-14T20:06:11.965878Z,1359,White Oak Log,296,Saint-Malo,España,23,Pitt's Town,Neutral,0.33,2,8117,10,19,0.05,0.05,482000.01077354,-580600.012977422,-162200.003625453,-250400.005596876,723896.1965819239,B_RESET_SNAPSHOT
178,2026-08-14T20:06:11.965878Z,1359,White Oak Log,301,Penzacola,España,23,Pitt's Town,Neutral,0.33,4089,8117,10,19,0.05,0.05,385400.008614361,-607200.013571978,-162200.003625453,-250400.005596876,653583.9801403316,B_RESET_SNAPSHOT
179,2026-08-14T20:06:11.965878Z,1359,White Oak Log,303,San José,España,23,Pitt's Town,Neutral,0.33,9,8117,10,19,0.05,0.05,308800.006902218,-582800.013026595,-162200.003625453,-250400.005596876,576481.3742492843,B_RESET_SNAPSHOT
180,2026-08-14T20:06:11.965878Z,1359,White Oak Log,305,San Marcos,España,23,Pitt's Town,Neutral,0.33,7,8117,10,19,0.05,0.05,262000.005856156,-594400.013285876,-162200.003625453,-250400.005596876,546151.6761250753,B_RESET_SNAPSHOT
181,2026-08-14T20:06:11.965878Z,1359,White Oak Log,307,Las Sabinas,España,23,Pitt's Town,Neutral,0.33,4,8117,10,19,0.05,0.05,214800.004801154,-548800.012266636,-162200.003625453,-250400.005596876,480803.04734285385,B_RESET_SNAPSHOT
182,2026-08-14T20:06:11.965878Z,1359,White Oak Log,311,Gasparilla,España,23,Pitt's Town,Neutral,0.33,8,8117,10,19,0.05,0.05,180400.004032254,-431800.009651482,-162200.003625453,-250400.005596876,387660.5818471514,B_RESET_SNAPSHOT
183,2026-08-14T20:06:11.965878Z,1359,White Oak Log,313,Key West,España,23,Pitt's Town,Neutral,0.33,14,8117,10,19,0.05,0.05,172400.00385344,-326600.007300079,-162200.003625453,-250400.005596876,343167.02240227483,B_RESET_SNAPSHOT
184,2026-08-14T20:06:11.965878Z,1359,White Oak Log,316,Islamorada,España,23,Pitt's Town,Neutral,0.33,1,8117,10,19,0.05,0.05,111000.002481043,-346800.007751584,-162200.003625453,-250400.005596876,289708.8258096691,B_RESET_SNAPSHOT
185,2026-08-14T20:06:11.965878Z,1359,White Oak Log,318,Cabo Cañaveral,España,23,Pitt's Town,Neutral,0.33,1,8117,10,19,0.05,0.05,106400.002378225,-517800.011573732,-162200.003625453,-250400.005596876,379010.19303126726,B_RESET_SNAPSHOT
186,2026-08-14T20:06:11.965878Z,1359,White Oak Log,326,San Agustín,España,23,Pitt's Town,Neutral,0.33,1763669,8117,10,19,0.05,0.05,137000.003062189,-588000.013142825,-162200.003625453,-250400.005596876,451103.5458704684,B_RESET_SNAPSHOT
187,2026-08-14T20:06:11.965878Z,1359,White Oak Log,333,Charleston,España,23,Pitt's Town,Neutral,0.33,3,8117,10,19,0.05,0.05,81600.0018239022,-729800.016312302,-162200.003625453,-250400.005596876,537831.5841702272,B_RESET_SNAPSHOT
188,2026-08-14T20:06:11.965878Z,1359,White Oak Log,343,Tumbado,Verenigde Provinciën,23,Pitt's Town,Neutral,0.33,7,8117,10,19,0.05,0.05,387200.008654595,-207200.004631281,-162200.003625453,-250400.005596876,551095.8297580779,B_RESET_SNAPSHOT
189,2026-08-14T20:06:11.965878Z,1359,White Oak Log,348,Santanillas,Great Britain,23,Pitt's Town,Neutral,0.33,5,8117,10,19,0.05,0.05,246400.005507469,-4600.00010281802,-162200.003625453,-250400.005596876,476834.9925962889,B_RESET_SNAPSHOT
190,2026-08-14T20:06:11.965878Z,1359,White Oak Log,349,Serrana,Great Britain,23,Pitt's Town,Neutral,0.33,8942,8117,10,19,0.05,0.05,76400.0017076731,115600.002583861,-162200.003625453,-250400.005596876,436904.98799311894,B_RESET_SNAPSHOT
191,2026-08-14T20:06:11.965878Z,1359,White Oak Log,350,Bone Cay,Great Britain,23,Pitt's Town,Neutral,0.33,1825600,8117,10,19,0.05,0.05,30800.0006884337,56400.0012606383,-162200.003625453,-250400.005596876,362457.23316403985,B_RESET_SNAPSHOT
192,2026-08-14T20:06:11.965878Z,1359,White Oak Log,352,Pedro Cay,Great Britain,23,Pitt's Town,Neutral,0.33,1802,8117,10,19,0.05,0.05,-18600.0004157424,24400.0005453825,-162200.003625453,-250400.005596876,310058.0660096012,B_RESET_SNAPSHOT
193,2026-08-14T20:06:11.965878Z,1359,White Oak Log,361,Crown Haven,Neutral,23,Pitt's Town,Neutral,0.33,177,8117,10,19,0.05,0.05,-18000.0004023314,-448800.010031462,-162200.003625453,-250400.005596876,245267.6144320567,B_RESET_SNAPSHOT
194,2026-08-14T20:06:11.965878Z,1359,White Oak Log,364,William's Bay,Neutral,23,Pitt's Town,Neutral,0.33,118,8117,10,19,0.05,0.05,4400.00009834767,-345400.007720292,-162200.003625453,-250400.005596876,191782.58952318755,B_RESET_SNAPSHOT
195,2026-08-14T20:06:11.965878Z,1359,White Oak Log,366,Shroud Cay,España,23,Pitt's Town,Neutral,0.33,2,8117,10,19,0.05,0.05,-59800.0013366342,-320600.007165969,-162200.003625453,-250400.005596876,124152.32856878181,B_RESET_SNAPSHOT
196,2026-08-14T20:06:11.965878Z,894,Mahogany Log,46,Nuevitas,Pirates,23,Pitt's Town,Neutral,0.33,1125,2000,15,122,0.05,0.05,-33400.0007465482,-188200.004206598,-162200.003625453,-250400.005596876,143032.4470690356,B_RESET_SNAPSHOT
197,2026-08-14T20:06:11.965878Z,906,Bermuda Cedar,183,Galdonas,France,23,Pitt's Town,Neutral,0.33,375,251,15,500,0.05,0.05,-689800.015418232,325600.007277727,-162200.003625453,-250400.005596876,781113.1718741423,B_RESET_SNAPSHOT
