portId,port,itemId,item,weight,buyPrice,buyQty,sellPrice,sellQty,isContractsExist,active114,nationName,taxRate,snapshotUTC
82,Sale-Trou,3221,Fishing Hooks,0.23,4,97,1,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,54,42pd Carronade,3.12,211,5,52,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,63,6pd Long Gun,2.01,150,2,37,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,62,4pd Long Gun,1.5,129,8,32,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,59,24pd Long Gun,4.13,254,15,63,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,29,Iron Ore,0.33,8,216,1,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,21,Rum,0.17,16,45,1,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,360,Barrels,0.06,6,39,1,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,905,Charcoal,0.07,4,10,1,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,1844,Medicinal bark,0.12,10,20,1,,FALSE,TRUE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,26,Fir Log,0.33,4,9,1,,FALSE,TRUE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,620,Fish Meat,0.05,4,135,1,,FALSE,TRUE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,39,Oak Log,0.33,4,7,1,,FALSE,TRUE,Pirates,0.05,2026-08-14T20:06:11.965878Z
82,Sale-Trou,692,36pd Long Gun,5.55,309,15,77,,FALSE,FALSE,Pirates,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,72,6pd Medium Gun,1.63,121,10966,30,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,70,4pd Medium Gun,1.2,100,10026,25,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,50,12pd Carronade,1.05,125,10000,31,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,73,9pd Medium Gun,1.95,142,2572,35,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,66,18pd Medium Gun,2.75,184,3721,46,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,67,24pd Medium Gun,3.27,204,4195,51,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,65,12pd Medium Gun,2.26,163,796,40,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,989,Doubloons,0.01,45,49806,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,68,32pd Medium Gun,3.85,225,3626,56,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,26,Fir Log,0.33,4,3600000,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,3221,Fishing Hooks,0.23,4,119,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,3222,Fishing Nets,0.23,4,127,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,63,6pd Long Gun,2.01,150,18,37,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,53,32pd Carronade,2.46,181,2,45,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,887,Provisions,1.02,65,131,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,621,Salt,0.23,4,39,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,620,Fish Meat,0.05,4,2766,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,2978,Gunpowder,0.01,8,3477,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,2976,Chain Ammo,0.08,57,259,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,1844,Medicinal bark,0.12,10,336,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,607,Tobacco,0.33,4,47,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,43,Stone Block,0.33,3,50,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,59,24pd Long Gun,4.13,254,6,63,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,57,12pd Long Gun,2.82,204,6,51,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
83,Jacmel,2975,Ball Ammo,0.02,14,500,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,1583,2pd Standard Gun,0.82,85,10016,21,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,72,6pd Medium Gun,1.63,121,12274,30,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,70,4pd Medium Gun,1.2,100,11227,25,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,50,12pd Carronade,1.05,125,10000,31,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,989,Doubloons,0.01,47,21600,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,66,18pd Medium Gun,2.75,184,5816,46,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,73,9pd Medium Gun,1.95,142,6307,35,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,67,24pd Medium Gun,3.27,204,3414,51,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,65,12pd Medium Gun,2.26,163,3823,40,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,68,32pd Medium Gun,3.85,225,1551,56,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,74,13 Inch Mortar,8.56,5332,14,1333,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,30,Lignum Vitae Log,0.33,4,2373556,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,69,42pd Medium Gun,4.55,267,190,66,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,62,4pd Long Gun,1.5,129,368,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,3222,Fishing Nets,0.23,4,484,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,3221,Fishing Hooks,0.23,4,459,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,621,Salt,0.23,4,378,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,693,36pd Medium Gun,4.37,246,12,61,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,2976,Chain Ammo,0.08,45,2962,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,1122,Rig Repairs,0.2,100,9566,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,1124,Hull Repairs,0.2,100,9845,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,2978,Gunpowder,0.01,3,50000,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,365,Medicine,0.05,25,10000,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,2975,Ball Ammo,0.02,5,20000,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,887,Provisions,1.02,65,1000,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,360,Barrels,0.06,6,65,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,620,Fish Meat,0.05,4,2071,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,1844,Medicinal bark,0.12,10,17,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,607,Tobacco,0.33,4,49,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,26,Fir Log,0.33,4,28,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,21,Rum,0.17,16,9,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,1890,Molasses,0.23,4,46,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,39,Oak Log,0.33,4,1050,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,44,Teak Log,0.33,10,4,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,866,Sulphur,0.33,5,273,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,28,Hemp,0.33,4,305,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,1359,White Oak Log,0.33,10,496,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,43,Stone Block,0.33,3,123,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,54,42pd Carronade,3.12,211,2,52,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
85,La Navasse,29,Iron Ore,0.33,8,,5,7696,TRUE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,1858,Livestock,17.5,249,12549,124,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,72,6pd Medium Gun,1.63,121,13988,30,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,70,4pd Medium Gun,1.2,100,10502,25,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,50,12pd Carronade,1.05,125,10126,31,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,65,12pd Medium Gun,2.26,163,4404,40,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,67,24pd Medium Gun,3.27,204,20744,51,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,989,Doubloons,0.01,44,50000,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,73,9pd Medium Gun,1.95,142,12620,35,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,66,18pd Medium Gun,2.75,184,18742,46,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,68,32pd Medium Gun,3.85,225,12618,56,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,30,Lignum Vitae Log,0.33,6,2400000,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,1844,Medicinal bark,0.12,8,1200000,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,52,24pd Carronade,1.9,160,261,40,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,74,13 Inch Mortar,8.56,5332,2,1333,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,51,18pd Carronade,1.47,146,35,36,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,54,42pd Carronade,3.12,211,13,52,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,69,42pd Medium Gun,4.55,267,57,66,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,62,4pd Long Gun,1.5,129,1,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,2975,Ball Ammo,0.02,14,3707,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,2978,Gunpowder,0.01,4,50000,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,21,Rum,0.17,16,116,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,360,Barrels,0.06,6,52,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,3222,Fishing Nets,0.23,4,50,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,3221,Fishing Hooks,0.23,4,47,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,621,Salt,0.23,4,42,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
86,Les Cayes,620,Fish Meat,0.05,4,627,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,1850,Logwood,17.5,249,12549,124,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,72,6pd Medium Gun,1.63,121,31540,30,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,70,4pd Medium Gun,1.2,100,18025,25,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,50,12pd Carronade,1.05,125,13333,31,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,989,Doubloons,0.01,47,22287,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,66,18pd Medium Gun,2.75,184,75984,46,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,68,32pd Medium Gun,3.85,225,47546,56,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,73,9pd Medium Gun,1.95,142,51875,35,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,67,24pd Medium Gun,3.27,204,77836,51,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,65,12pd Medium Gun,2.26,163,28735,40,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,51,18pd Carronade,1.47,146,2938,36,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,62,4pd Long Gun,1.5,129,4384,32,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,74,13 Inch Mortar,8.56,5332,129,1333,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,52,24pd Carronade,1.9,160,2974,40,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,693,36pd Medium Gun,4.37,246,4717,61,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,54,42pd Carronade,3.12,211,2710,52,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,69,42pd Medium Gun,4.55,267,1480,66,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,55,68pd Carronade,5.03,262,2603,65,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,39,Oak Log,0.33,3,4744711,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,621,Salt,0.23,4,140,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,360,Barrels,0.06,6,8432,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,21,Rum,0.17,16,3606,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,3222,Fishing Nets,0.23,4,100,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,3221,Fishing Hooks,0.23,4,86,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,1122,Rig Repairs,0.2,100,2500,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,1124,Hull Repairs,0.2,100,4000,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,365,Medicine,0.05,25,3340,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,620,Fish Meat,0.05,4,9070,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,3,Ropes and Blocks,0.25,20,7,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,53,32pd Carronade,2.46,181,3,45,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,905,Charcoal,0.07,4,5758,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,20,Sail Canvas,0.07,4,2673,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,14,Oak Planks,0.07,4,2284,1,,FALSE,FALSE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,43,Stone Block,0.33,3,125,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,1844,Medicinal bark,0.12,10,15,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,607,Tobacco,0.33,4,64,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,26,Fir Log,0.33,4,9,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,44,Teak Log,0.33,10,7,1,,FALSE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
88,Jérémie,2975,Ball Ammo,0.02,5,14972,1,,TRUE,TRUE,Great Britain,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,72,6pd Medium Gun,1.63,121,10116,30,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,70,4pd Medium Gun,1.2,100,10008,25,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,50,12pd Carronade,1.05,125,10000,31,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,989,Doubloons,0.01,45,47150,32,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,66,18pd Medium Gun,2.75,184,1312,46,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,67,24pd Medium Gun,3.27,204,1596,51,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,73,9pd Medium Gun,1.95,142,1003,35,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,65,12pd Medium Gun,2.26,163,347,40,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,68,32pd Medium Gun,3.85,225,1326,56,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,1844,Medicinal bark,0.12,9,1200000,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,693,36pd Medium Gun,4.37,246,31,61,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,52,24pd Carronade,1.9,160,4,40,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,1122,Rig Repairs,0.2,270,1146,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,365,Medicine,0.05,75,12210,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,621,Salt,0.23,4,9,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,3222,Fishing Nets,0.23,4,11,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,69,42pd Medium Gun,4.55,267,30,66,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,3221,Fishing Hooks,0.23,4,5,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,51,18pd Carronade,1.47,146,2,36,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,60,32pd Long Gun,4.87,288,17,72,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,59,24pd Long Gun,4.13,254,1,63,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,57,12pd Long Gun,2.82,204,6,51,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,54,42pd Carronade,3.12,211,2,52,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,1124,Hull Repairs,0.2,270,281,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,2976,Chain Ammo,0.08,57,1669,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,2977,Grape Ammo,0.04,57,200,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
90,Léogane,26,Fir Log,0.33,4,7,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,72,6pd Medium Gun,1.63,121,10188,30,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,70,4pd Medium Gun,1.2,100,10000,25,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,50,12pd Carronade,1.05,125,10004,31,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,989,Doubloons,0.01,44,50000,32,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,65,12pd Medium Gun,2.26,163,186,40,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,67,24pd Medium Gun,3.27,204,1839,51,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,66,18pd Medium Gun,2.75,184,1866,46,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,73,9pd Medium Gun,1.95,142,1200,35,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,68,32pd Medium Gun,3.85,225,1054,56,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,29,Iron Ore,0.33,4,3589921,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,3221,Fishing Hooks,0.23,4,47,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,3222,Fishing Nets,0.23,4,48,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,854,Cuban Tobacco,35,518,4232,259,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,606,Sugar,17.5,249,12549,124,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,1858,Livestock,17.5,249,12549,124,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,1850,Logwood,17.5,249,12549,124,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,1860,Cactus,1.17,16,54943,8,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,1849,Limes,1.17,16,54943,8,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,1862,Tequila,17.5,249,12549,124,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,621,Salt,0.23,4,44,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,64,9pd Long Gun,2.42,184,14,46,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,57,12pd Long Gun,2.82,204,26,51,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,59,24pd Long Gun,4.13,254,4,63,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,905,Charcoal,0.07,4,3380,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,55,68pd Carronade,5.03,262,2,65,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,52,24pd Carronade,1.9,160,28,40,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,620,Fish Meat,0.05,4,162,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,44,Teak Log,0.33,10,5,1,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
91,Port-au-Prince,360,Barrels,0.06,6,8,1,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
92,Saint-Marc,1860,Cactus,1.17,16,54943,8,,FALSE,TRUE,España,0.05,2026-08-14T20:06:11.965878Z
92,Saint-Marc,1583,2pd Standard Gun,0.82,85,10000,21,,FALSE,FALSE,España,0.05,2026-08-14T20:06:11.965878Z
