portId,port,nationId,nationName,x,y,taxRate,snapshotUTC,provider,sourceUrl
227,Matina,3,France,237400.005306304,357600.007992983,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
228,San Juan del Norte,1,Pirates,259800.005806983,321800.007192791,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
230,Bluefields,1,Pirates,262800.005874038,269400.006021559,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
231,Great Corn,5,Verenigde Provinciën,231000.005163252,263600.005891919,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
233,Great River,1,Pirates,252000.005632639,230000.005140901,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
235,Old Providence,1,Pirates,153000.003419817,203800.004555285,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
236,San Andrés,1,Pirates,167200.003737211,242400.005418062,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
237,Brangman's Bluff,1,Pirates,247000.00552088,175000.003911555,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
240,Gracias a Dios,4,Great Britain,236800.005292893,128200.002865493,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
241,Croata,4,Great Britain,269000.006012619,115400.002579391,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
243,Black River,1,Pirates,322000.007197261,84200.0018820167,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
244,Truxillo,4,Great Britain,372000.008314848,87000.0019446016,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
245,Bonacca,1,Pirates,333600.007456541,48800.001090765,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
246,Ruatan,4,Great Britain,365600.008171797,54200.0012114644,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
250,Omoa,4,Great Britain,464800.01038909,96400.002154708,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
252,Placentia,4,Great Britain,479000.010706485,61200.0013679266,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
253,Belize,4,Great Britain,472800.010567904,13800.000308454,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
254,Turneffe,1,Pirates,426400.009530783,13000.0002905727,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
256,Salamanca,4,Great Britain,477600.010675192,-48200.001077354,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
257,Bensalem,4,Great Britain,435200.009727478,-30200.0006750226,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
258,Chinchorro,2,España,409800.009159744,-62800.0014036894,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
259,Congrios,2,España,441600.009870529,-79400.0017747283,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
262,Xpu Ha,4,Great Britain,420800.009405613,-138200.003089011,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
263,Tantun Cuzamil,4,Great Britain,392400.008770824,-121200.002709031,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
264,Conil,2,España,419800.009383261,-179400.004009903,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
266,Selam,2,España,490200.010956824,-175000.003911555,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
268,Sisal,2,España,540600.012083352,-161200.003603101,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
269,Campeche,2,España,564600.012619794,-98000.0021904707,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
270,Champotón,2,España,576200.012879074,-69200.0015467406,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
271,Puerto Real,2,España,603800.013495982,-43800.0009790063,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
273,Victoria,2,España,643400.014381111,-33200.0007420778,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
274,Espíritu Santo,2,España,693800.015507639,-9400.00021010638,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
276,Vera Cruz,2,España,743600.016620756,-55600.0012427569,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
296,Saint-Malo,2,España,482000.01077354,-580600.012977422,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
297,Nouvelle-Orléans,2,España,462800.010344386,-545800.012199581,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
301,Penzacola,2,España,385400.008614361,-607200.013571978,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
303,San José,2,España,308800.006902218,-582800.013026595,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
305,San Marcos,2,España,262000.005856156,-594400.013285876,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
307,Las Sabinas,2,España,214800.004801154,-548800.012266636,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
309,Tampa,2,España,189400.00423342,-487400.010894239,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
311,Gasparilla,2,España,180400.004032254,-431800.009651482,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
313,Key West,2,España,172400.00385344,-326600.007300079,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
314,Las Tortugas,2,España,234400.005239248,-335800.007505715,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
316,Islamorada,2,España,111000.002481043,-346800.007751584,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
318,Cabo Cañaveral,2,España,106400.002378225,-517800.011573732,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
321,Ays,2,España,92400.002065301,-465000.01039356,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
323,Cayo Biscayno,2,España,90000.0020116568,-385000.008605421,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
326,San Agustín,2,España,137000.003062189,-588000.013142825,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
329,Brunswick,2,España,140800.003147125,-646400.014448166,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
331,Savannah,2,España,119200.002664328,-690800.015440584,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
333,Charleston,2,España,81600.0018239022,-729800.016312302,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
334,Georgetown,2,España,44800.0010013581,-745400.016660989,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
335,Wilmington,2,España,-11600.0002592802,-790600.017671287,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
343,Tumbado,5,Verenigde Provinciën,387200.008654595,-207200.004631281,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
348,Santanillas,4,Great Britain,246400.005507469,-4600.00010281802,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
349,Serrana,4,Great Britain,76400.0017076731,115600.002583861,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
350,Bone Cay,4,Great Britain,30800.0006884337,56400.0012606383,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
352,Pedro Cay,4,Great Britain,-18600.0004157424,24400.0005453825,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
355,Saint George's Town,2,España,-666600.014899671,-802000.017926097,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
357,Kidd's Harbour,2,España,-316400.007072091,-591000.01320988,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
358,Mangrove Cay,0,Neutral,13600.0003039837,-453000.010125339,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
360,Water Bay,0,Neutral,9200.00020563603,-421800.009427965,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
361,Crown Haven,0,Neutral,-18000.0004023314,-448800.010031462,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
362,Little Isaac Rocks,0,Neutral,5800.00012964011,-389600.008708239,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
363,La Desconocida,0,Neutral,-39600.000885129,-388400.008681417,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
364,William's Bay,0,Neutral,4400.00009834767,-345400.007720292,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
366,Shroud Cay,2,España,-59800.0013366342,-320600.007165969,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
369,Plymouth,1,Pirates,-717000.016026199,38600.0008627773,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
370,Island Harbour,1,Pirates,-687600.015369058,-42400.0009477139,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
374,Guacata,2,España,107600.002405047,-411400.009195507,0.05,2026-08-14T20:06:11.965878Z,public-shard,https://storage.googleapis.com/nacleanopenworldprodshards/Ports_cleanopenworldprodeu3.json
